SENTENCE,MAIN,N
현금이랑 카드로 나눠서 결제할게요,분할결제,44
음료 두 잔은 나눠서 결제할게요,분할결제,44
음료는 포인트로 빵은 카드로 결제할게요,분할결제,44
각각 결제가 가능한가요?,분할결제,44
카드랑 현금이랑 섞어서 결제 가능할까요?,분할결제,44
카드로 1만 원 현금으로 5천 원 결제하겠습니다,분할결제,44
빵도 냉장 보관 해야 하나요?,보관방법문의,43
케이크는 냉장 보관 해야죠?,보관방법문의,43
케이크는 어떻게 보관해야 합니까?,보관방법문의,43
이 빵 내일 먹으려면 어떻게 보관해야 합니까?,보관방법문의,43
이 원두 어떻게 보관해야 하나요?,보관방법문의,43
케이크 저녁에 먹으려는데 꼭 냉장보관 해야하나요?,보관방법문의,43
빵은 냉장보관 안해도 되는거죠?,보관방법문의,43
빵 같은 거는 여기서 만들어요?,베이커리제조문의,42
케이크는 여기서 만들어요?,베이커리제조문의,42
크로아상 같은 빵은 여기서 만듭니까?,베이커리제조문의,42
베이글 데워주실 수 있나요?,베이커리제조문의,42
빵에 토핑 올릴 수 있나요?,베이커리제조문의,42
샌드위치는 데워서 주나요?,베이커리제조문의,42
베이글 새로 만들어 주실 수 있습니까?,베이커리제조문의,42
케이크 언제 새로 만들어요?,베이커리제조문의,42
금방 만든 빵은 언제 나와요?,베이커리제조문의,42
마카롱 여기서 만드는 거예요?,베이커리정보문의,41
쿠키 여기서 만드는 건가요?,베이커리정보문의,41
케이크 오늘 만든 거예요?,베이커리정보문의,41
샌드위치도 판매하나요?,베이커리정보문의,41
베이글은 직접 만드는거 아니죠?,베이커리정보문의,41
샌드위치는 직접 만다는 건가요?,베이커리정보문의,41
베이커리는 어디서 가져오시나요?,베이커리정보문의,41
여기 빵들은 다 공장에서 만들어져 오는 건가요?,베이커리정보문의,41
타르트는 누가 만드는 건가요?,베이커리정보문의,41
배달 가능하세요?,배달문의,40
배달로 받을 수 있나요?,배달문의,40
물티슈 좀 넉넉하게 주세요,물티슈요구,38
물티슈도 주세요,물티슈요구,38
물티슈 더 받을 수 있어요?,물티슈요구,38
물티슈 좀 주시겠어요?,물티슈요구,38
물티슈도 챙겨주세요,물티슈요구,38
물티슈 2개만 주시겠어요?,물티슈요구,38
아메리카노에 물 좀 많이 넣어주실래요?,물우유량요구,37
카페라테에 우유 정량보다 덜 넣어주실 수 있어요?,물우유량요구,37
아이스 아메리카노에 원래보다 물 2/3만 넣어 주세요,물우유량요구,37
물 좀 주실 수 있나요?,물물컵,36
뜨거운 물 좀 주실래요?,물물컵,36
차가운 물 좀 주실래요?,물물컵,36
물은 어디 있어요?,물물컵,36
물컵 3개만 주실 수 있나요?,물물컵,36
물도 한 잔 주시겠어요?,물물컵,36
물컵 하나만 따로 주실 수 있습니까?,물물컵,36
따뜻한 물 있어요?,물물컵,36
물컵에 물 좀 따로 주실 수 있으세요?,물물컵,36
메뉴판이 잘 안 보이는데 따로 있나요?,메뉴판요구,34
메뉴판 좀 가지고 가서 봐도 되죠?,메뉴판요구,34
메뉴판 또 없어요?,메뉴판요구,34
메뉴판 좀 부탁드려요,메뉴판요구,34
메뉴판 하나 더 주시겠어요?,메뉴판요구,34
메뉴판 이거밖에 없어요?,메뉴판문의,33
메뉴판이 잘 안 보이는데요?,메뉴판문의,33
빵은 메뉴판에 없어요?,메뉴판문의,33
작은 메뉴판도 있나요?,메뉴판문의,33
메뉴판 좀 볼 수 있을까요?,메뉴판문의,33
메뉴판은 하나뿐인가요?,메뉴판문의,33
메뉴판은 어디에 있어요?,메뉴판문의,33
메뉴판 좀 갖다 주실 수 있으세요?,메뉴판문의,33
아메리카노 주문한 거 빨리 주실 수 있어요? ,메뉴가나오는것을재촉하는상황,28
샌드위치 빨리 주세요 ,메뉴가나오는것을재촉하는상황,28
페퍼민트 차로 시켰는데 빨리 안 나오나요? ,메뉴가나오는것을재촉하는상황,28
카페라테 좀 빨리 만들어 주시겠어요? ,메뉴가나오는것을재촉하는상황,28
음료랑 샌드위치 얼른 만들어 주시면 안 돼요? ,메뉴가나오는것을재촉하는상황,28
카페 앞에 주차를 했는데 좀 빨리 주실 수 있을까요?,메뉴가나오는것을재촉하는상황,28
시간이 없는데 빨리 해주실 수 있어요?,메뉴가나오는것을재촉하는상황,28
주문한 지 꽤 됐는데 빨리해주세요,메뉴가나오는것을재촉하는상황,28
주문한 지 30분이 넘었는데 대체 언제 나와요?,메뉴가나오는것을재촉하는상황,28
과일 들어가는 음료 하나 추천해 주실래요?,메뉴추천요구,32
따뜻한 음료 하나 추천해 주세요,메뉴추천요구,32
아이스 음료 추천해 주세요,메뉴추천요구,32
단 커피 좀 추천해주세요,메뉴추천요구,32
샌드위치는 뭐가 제일 잘 나가나요?,메뉴추천요구,32
신메뉴 중 하나 추천해주세요,메뉴추천요구,32
건강에 좋은 메뉴 하나 추천해주실래요?,메뉴추천요구,32
감기에 좋은 메뉴 하나 추천해주세요,메뉴추천요구,32
달달한 메뉴 추천해주세요,메뉴추천요구,32
비슷한 음료 추천해 줄래요?,메뉴추천요구,32
따뜻한 음료로 하나 추천해 주세요,메뉴추천요구,32
과일 들어간 음료 하나 추천해 주세요,메뉴추천요구,32
가장 잘 나가는 음료 추천해주세요,메뉴추천요구,32
시원한 음료 중 뭐가 제일 잘 나가나요?,메뉴추천요구,32
많이 달지 않은 케익 좀 추천해주세요,메뉴추천요구,32
풍미가 좋은 커피 원두로 만든 커피 추천 가능할까요?,메뉴추천요구,32
스콘도 하나 추가해주시겠어요? ,메뉴추가주문,31
아메리카노 한잔 더 추가할게요,메뉴추가주문,31
당근 케이크랑 초코 케이크 추가해 주실래요? ,메뉴추가주문,31
그린티 라테 추가할 수 있죠?,메뉴추가주문,31
지금 샌드위치 추가할 수 있어요? ,메뉴추가주문,31
자바칩 프라푸치노 추가할게요,메뉴추가주문,31
카페라떼도 한 잔 추가해주세요,메뉴추가주문,31
혹시 메뉴 추가할 수 있나요?,메뉴추가주문,31
아메리카노 추가 주문 가능해요?,메뉴추가문의,30
다른 빵도 추가 주문해도 되나요?,메뉴추가문의,30
메뉴 추가 가능해요?,메뉴추가문의,30
음료 한 잔 더 추가해도 될까요?,메뉴추가문의,30
빵 하나 더 추가할 수 있을까요?,메뉴추가문의,30
메뉴 추가할 수 있나요?,메뉴추가문의,30
매장에서 먹고 갈 거라서 머그잔에 주실래요? ,머그컵요구,27
머그잔에 음료 주시겠어요? ,머그컵요구,27
매장에서 마시고 갈건데 일회용 컵에 주실 수 있나요?,매장내에서일회용사용문의,25
매장에 좀만 앉아있다가 갈 건데도 일회용 컵 사용할 수 없나요?,매장내에서일회용사용문의,25
금방 나갈 건데 일회용 컵에 주시면 안 돼요? ,매장내에서일회용사용문의,25
매장에서 먹을 건데 테이크아웃 잔에 주실 수 있어요?,매장내에서일회용사용문의,25
매장 안에서 일회용 컵 사용 불가능해요? ,매장내에서일회용사용문의,25
5분 정도 있다가 나갈 건데 일회용 컵에 주시면 안 될까요?,매장내에서일회용사용문의,25
매장에서 일회용 컵을 사용할 수 있나요?,매장내에서일회용사용문의,25
매장에서 일회용 컵을 사용할 수 없나요?,매장내에서일회용사용문의,25
음료 리필할 수 있나요?,리필문의,24
티백 파는 거 없어요?,더치커피티백판매문의,22
더치커피 종류는 이게 다예요?,더치커피티백판매문의,22
더치커피는 어디 있어요?,더치커피티백판매문의,22
티백도 판매하시나요?,더치커피티백판매문의,22
더치커피도 파나요?,더치커피티백판매문의,22
혹시 티백 살 수 있나요?,더치커피티백판매문의,22
더치커피 티백 판매하고 있습니까?,더치커피티백판매문의,22
열 명 이상이 앉을 수 있는 자리가 있나요?,단체석문의,20
단체가 앉을 자리 있나요?,단체석문의,20
단체석 최대 몇 명인가요?,단체석문의,20
혹시 단체석이 있을까요?,단체석문의,20
단체석에 몇 명까지 앉을 수 있나요?,단체석문의,20
단체석은 예약해야 되나요?,단체석문의,20
스무잔 이상인데 주문 가능한가요?,단체주문문의,21
단체 주문은 오래 걸리죠?,단체주문문의,21
단체 주문하면 언제 받을 수 있나요?,단체주문문의,21
지금 단체 주문 가능할까요?,단체주문문의,21
아메리카노 30잔 주문하면 얼마나 걸릴까요?,단체주문문의,21
홀에 단체 주문은 몇 명까지 가능합니까?,단체주문문의,21
단체 주문은 메뉴 통일해야 하나요?,단체주문문의,21
저 매일 왔는데 아시죠?,단골손님임을주장,19
예전에 자주 왔었는데 기억 안 나세요?,단골손님임을주장,19
어제도 왔는데 저 기억 안 나세요?,단골손님임을주장,19
저 단골인데 모르세요?,단골손님임을주장,19
거의 매일 오는데 저 모르세요?,단골손님임을주장,19
여기 단골인데 모르시나봐요?,단골손님임을주장,19
저 단골인데 아시죠?,단골손님임을주장,19
저 여기 자주오는데 알아보시겠어요?,단골손님임을주장,19
요즘 매일오는데 아시죠?,단골손님임을주장,19
제가 어제 먹었던 음료로 주시겠어요?,늘먹던음료요구,18
어제 먹었던 음료로 주세요,늘먹던음료요구,18
매일 먹던 음료로 주실래요?,늘먹던음료요구,18
항상 먹는 걸로 주세요,늘먹던음료요구,18
늘 먹던 음료로 부탁해요,늘먹던음료요구,18
항상 먹던 음료로 한 잔 주세요,늘먹던음료요구,18
매일 먹는 음료로 부탁해요,늘먹던음료요구,18
자주 먹는 음료로 부탁합니다,늘먹던음료요구,18
늘 먹는 음료로 두 잔 주세요,늘먹던음료요구,18
추운데 에어컨 날개 좀 조절해 주시면 안 될까요?,냉방조절,17
에어컨 켤 수 있나요?,냉방조절,17
혹시 에어컨 온도를 좀 높여 주실 수 있나요?,냉방조절,17
카페 안이 많이 더운 것 같은데 온도 조절 가능한가요?,냉방조절,17
카페 안이 많이 추운데 난방을 켜주실 수 있나요?,냉방조절,17
너무 더운데 에어컨 조절해도 됩니까?,냉방조절,17
에어컨 조절 가능합니까?,냉방조절,17
에어컨 온도 좀 올려주실 수 있어요?,냉방조절,17
난방 온도 좀 주실 수 있나요?,냉방조절,17
물티슈 좀 주실래요?,냅킵물티슈요구,16
냅킨이나 물티슈 있으면 주실래요?,냅킵물티슈요구,16
냅킨 넉넉하게 주세요,냅킵물티슈요구,16
물티슈 2개 주세요,냅킵물티슈요구,16
냅킨 조금 더 주세요,냅킵물티슈요구,16
물티슈 하나 더 주세요,냅킵물티슈요구,16
냅킨이나 물티슈 좀 주실 수 있으세요?,냅킵물티슈요구,16
냅킨이나 물티슈 있으면 좀 주세요,냅킵물티슈요구,16
냅킨이나 물티슈 부탁합니다,냅킵물티슈요구,16
납품도 하세요?,납품문의,14
납품 가능하신가요?,납품문의,14
혹시 납품은 안 하세요?,납품문의,14
납품도 해주시나요?,납품문의,14
빵을 납품 받을 수 있을까요?,납품문의,14
우유 납품 해주실 수 있나요?,납품문의,14
주로 어디에 납품하시는 건가요?,납품문의,14
제가 대량 구매하고 싶은데 납품 가능할까요?,납품문의,14
초콜릿 빵 납품 가능합니까?,납품문의,14
커피 내리고 남은 가루 있어요?,남은커피가루문의,13
커피가루 좀 구할 수 있어요?,남은커피가루문의,13
커피가루 남으시면 좀 주실 수 있어요?,남은커피가루문의,13
혹시 커피 찌꺼기 좀 가져갈 수 있을까요?,남은커피가루문의,13
커피 찌꺼기 주실 수 있나요?,남은커피가루문의,13
커피 내리고 남은 가루 조금만 주실 수 있어요?,남은커피가루문의,13
남은 커피가루는 어떻게 하시나요?,남은커피가루문의,13
커피가루 남으면 어떻게 처리하세요?,남은커피가루문의,13
커피가루 조금 얻어갈 수 있을까요?,남은커피가루문의,13
음료가 남았는데 테이크아웃 할 수 있을까요?,남은음료테이크아웃문의,12
남은 음료를 테이크아웃 할 수 있을까요?,남은음료테이크아웃문의,12
남은 음료를 테이크아웃 컵에 옮겨주실 수 있나요?,남은음료테이크아웃문의,12
음료가 남아서 그러는데 테이크아웃 잔에 줄 수 있어요? ,남은음료테이크아웃문의,12
남은 음료 테이크아웃 할 수 있죠? ,남은음료테이크아웃문의,12
음료 남은 건 테이크아웃 해줘요? ,남은음료테이크아웃문의,12
남은 음료 테이크아웃 잔에 옮겨서 가져갈 수 있을까요? ,남은음료테이크아웃문의,12
